,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,y
10,5.0,0.0,9.0,17.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,8.0,4.0,3.0,0.0,0.0,21.0,1.0,3.0,3.0,5.0,0.0,1.0,3.0,1.0,4.0,4.0,0.0,1.0,7.0,1.0,10.0,29.0,18.0,4.0,0.0,0.0,9.0,6.0,8.0,5.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,9.0,3.0,0.0,4.0,2.0,8.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,21.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,17.0,0.0,3.0,2.0,3.0,4.0,8.0,9.0,7.0,8.0,0.0,1.0,8.0,0.0,6.0,1.0,15.0,5.0,13.0,1.0,2.0,47.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,0.0,5.0,4.0,0.0,13.0,2.0,0.0,2.0,11.0,7.0,0.0,1.0,9.0,5.0,17.0,3.0,0.0,5.0,20.0,5.0,4.0,3.0,1.0,21.0,1.0,0.0,0.0,2.0,2.0,9.0,8.0,0.0,8.0,0.0,8.0,5.0,4.0,1.0,1.0,2.0,4.0,1
11,6.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,9.0,2.0,0.0,0.0,9.0,4.0,0.0,0.0,9.0,3.0,1.0,1.0,3.0,8.0,7.0,0.0,1.0,7.0,1.0,11.0,10.0,26.0,4.0,0.0,0.0,6.0,7.0,4.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,6.0,4.0,0.0,2.0,4.0,8.0,1.0,0.0,9.0,7.0,6.0,7.0,1.0,6.0,3.0,2.0,6.0,1.0,7.0,0.0,8.0,0.0,0.0,7.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,7.0,3.0,6.0,5.0,8.0,8.0,3.0,3.0,11.0,1.0,4.0,4.0,6.0,5.0,10.0,7.0,3.0,10.0,8.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,7.0,3.0,0.0,7.0,9.0,0.0,3.0,4.0,7.0,0.0,1.0,7.0,11.0,10.0,1.0,0.0,2.0,8.0,11.0,1.0,10.0,3.0,11.0,2.0,0.0,0.0,0.0,1.0,7.0,11.0,0.0,13.0,2.0,2.0,4.0,6.0,7.0,1.0,8.0,2.0,1
12,7.0,0.0,8.0,6.0,0.0,0.0,1.0,2.0,5.0,27.0,0.0,9.0,5.0,1.0,0.0,2.0,12.0,5.0,2.0,5.0,7.0,0.0,5.0,4.0,2.0,6.0,8.0,0.0,2.0,4.0,2.0,29.0,23.0,19.0,6.0,3.0,2.0,17.0,11.0,14.0,4.0,8.0,0.0,0.0,3.0,2.0,6.0,0.0,8.0,7.0,1.0,2.0,2.0,10.0,2.0,0.0,4.0,6.0,8.0,5.0,7.0,7.0,1.0,2.0,2.0,1.0,11.0,1.0,4.0,0.0,0.0,6.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0,4.0,2.0,4.0,3.0,13.0,9.0,3.0,4.0,9.0,3.0,2.0,3.0,9.0,3.0,4.0,9.0,29.0,10.0,12.0,3.0,6.0,21.0,5.0,2.0,3.0,0.0,5.0,6.0,0.0,4.0,0.0,8.0,5.0,0.0,3.0,9.0,1.0,1.0,5.0,8.0,0.0,3.0,7.0,7.0,5.0,2.0,0.0,6.0,8.0,8.0,1.0,8.0,8.0,15.0,7.0,0.0,0.0,5.0,1.0,4.0,5.0,3.0,12.0,10.0,8.0,9.0,1.0,8.0,2.0,8.0,9.0,1
13,1.0,10.0,41.0,39.0,3.0,0.0,9.0,1.0,85.0,17.0,0.0,34.0,67.0,95.0,0.0,9.0,42.0,87.0,17.0,6.0,0.0,83.0,17.0,13.0,12.0,74.0,54.0,2.0,94.0,59.0,76.0,19.0,12.0,10.0,48.0,4.0,1.0,18.0,60.0,60.0,93.0,8.0,18.0,1.0,28.0,17.0,18.0,0.0,87.0,11.0,17.0,53.0,32.0,27.0,9.0,0.0,56.0,47.0,42.0,41.0,23.0,16.0,73.0,62.0,44.0,4.0,34.0,4.0,13.0,5.0,8.0,73.0,105.0,7.0,3.0,81.0,4.0,123.0,6.0,22.0,136.0,139.0,142.0,46.0,10.0,58.0,70.0,30.0,69.0,13.0,31.0,12.0,132.0,47.0,47.0,25.0,56.0,30.0,102.0,81.0,10.0,20.0,105.0,88.0,14.0,46.0,6.0,4.0,68.0,2.0,29.0,108.0,0.0,22.0,46.0,6.0,26.0,25.0,20.0,0.0,8.0,65.0,24.0,49.0,88.0,2.0,25.0,12.0,44.0,10.0,52.0,86.0,29.0,51.0,3.0,0.0,98.0,7.0,23.0,53.0,3.0,58.0,16.0,15.0,81.0,54.0,34.0,52.0,20.0,6.0,1
14,318.0,30.0,41.0,24.0,42.0,0.0,41.0,23.0,32.0,14.0,0.0,35.0,11.0,15.0,0.0,16.0,23.0,19.0,8.0,23.0,7.0,24.0,8.0,12.0,39.0,14.0,46.0,1.0,26.0,16.0,18.0,63.0,27.0,67.0,32.0,34.0,1.0,109.0,17.0,24.0,35.0,3.0,41.0,0.0,4.0,12.0,13.0,1.0,19.0,18.0,7.0,41.0,11.0,60.0,41.0,1.0,30.0,23.0,19.0,15.0,9.0,43.0,8.0,19.0,18.0,57.0,34.0,0.0,9.0,0.0,13.0,11.0,16.0,5.0,2.0,10.0,26.0,12.0,3.0,19.0,16.0,10.0,16.0,17.0,19.0,27.0,38.0,16.0,26.0,4.0,55.0,59.0,18.0,24.0,33.0,11.0,29.0,28.0,39.0,7.0,39.0,27.0,9.0,16.0,3.0,9.0,0.0,11.0,10.0,0.0,28.0,37.0,0.0,27.0,18.0,58.0,14.0,21.0,8.0,0.0,271.0,38.0,13.0,24.0,13.0,3.0,15.0,42.0,16.0,4.0,26.0,17.0,28.0,22.0,34.0,1.0,7.0,2.0,15.0,20.0,1.0,25.0,10.0,16.0,11.0,59.0,17.0,25.0,5.0,15.0,1
15,26.0,0.0,6.0,4.0,0.0,0.0,1.0,1.0,12.0,17.0,0.0,11.0,4.0,0.0,0.0,3.0,13.0,2.0,1.0,5.0,38.0,1.0,4.0,10.0,4.0,8.0,4.0,0.0,1.0,13.0,8.0,4.0,4.0,3.0,6.0,0.0,1.0,16.0,9.0,8.0,3.0,12.0,0.0,0.0,0.0,8.0,15.0,0.0,4.0,26.0,1.0,1.0,2.0,17.0,1.0,0.0,4.0,6.0,8.0,8.0,16.0,14.0,7.0,2.0,10.0,4.0,3.0,1.0,9.0,0.0,0.0,6.0,5.0,6.0,1.0,7.0,0.0,3.0,1.0,8.0,2.0,5.0,6.0,7.0,17.0,7.0,6.0,11.0,10.0,11.0,5.0,20.0,8.0,5.0,8.0,25.0,8.0,4.0,7.0,15.0,27.0,8.0,3.0,9.0,4.0,14.0,9.0,2.0,6.0,3.0,8.0,1.0,0.0,4.0,6.0,3.0,7.0,2.0,21.0,0.0,7.0,1.0,10.0,8.0,5.0,0.0,8.0,6.0,10.0,2.0,10.0,5.0,11.0,7.0,0.0,0.0,6.0,4.0,10.0,1.0,7.0,10.0,23.0,5.0,12.0,1.0,8.0,8.0,9.0,6.0,1
16,19.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,6.0,4.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,28.0,0.0,2.0,3.0,7.0,2.0,3.0,0.0,3.0,7.0,1.0,58.0,3.0,30.0,3.0,0.0,1.0,11.0,5.0,6.0,2.0,4.0,0.0,0.0,1.0,4.0,5.0,0.0,3.0,4.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,5.0,1.0,0.0,3.0,4.0,2.0,0.0,3.0,6.0,4.0,0.0,5.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,5.0,1.0,2.0,5.0,2.0,0.0,12.0,1.0,6.0,3.0,3.0,0.0,21.0,0.0,5.0,8.0,6.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,6.0,4.0,5.0,3.0,3.0,0.0,3.0,4.0,1.0,2.0,4.0,0.0,7.0,13.0,3.0,0.0,2.0,2.0,8.0,1.0,0.0,0.0,5.0,0.0,1.0,4.0,2.0,2.0,1.0,4.0,5.0,0.0,3.0,3.0,3.0,7.0,1
17,131.0,4.0,30.0,23.0,16.0,0.0,19.0,18.0,17.0,49.0,0.0,15.0,17.0,18.0,1.0,22.0,23.0,33.0,10.0,23.0,89.0,20.0,12.0,16.0,29.0,25.0,25.0,1.0,19.0,31.0,24.0,33.0,32.0,51.0,10.0,8.0,4.0,63.0,26.0,23.0,20.0,50.0,7.0,0.0,8.0,7.0,20.0,0.0,24.0,40.0,11.0,29.0,11.0,129.0,11.0,0.0,18.0,20.0,15.0,43.0,33.0,39.0,32.0,20.0,25.0,13.0,34.0,2.0,24.0,2.0,6.0,22.0,26.0,8.0,2.0,17.0,11.0,14.0,6.0,12.0,21.0,20.0,16.0,14.0,32.0,21.0,25.0,26.0,11.0,22.0,19.0,197.0,28.0,31.0,18.0,77.0,17.0,23.0,14.0,44.0,41.0,19.0,7.0,19.0,13.0,44.0,30.0,7.0,59.0,59.0,11.0,20.0,0.0,18.0,15.0,19.0,17.0,16.0,27.0,0.0,57.0,14.0,25.0,15.0,16.0,2.0,21.0,23.0,53.0,9.0,18.0,16.0,24.0,12.0,3.0,1.0,19.0,11.0,28.0,19.0,6.0,12.0,35.0,17.0,61.0,19.0,17.0,20.0,18.0,25.0,1
18,1.0,42.0,10.0,8.0,3.0,0.0,4.0,4.0,6.0,3.0,0.0,16.0,9.0,1.0,0.0,4.0,18.0,0.0,4.0,0.0,7.0,3.0,0.0,3.0,4.0,9.0,2.0,0.0,3.0,8.0,5.0,22.0,10.0,51.0,14.0,9.0,0.0,13.0,6.0,7.0,2.0,8.0,5.0,0.0,1.0,1.0,8.0,0.0,5.0,2.0,14.0,5.0,2.0,9.0,1.0,0.0,15.0,5.0,6.0,4.0,0.0,0.0,3.0,7.0,9.0,1.0,12.0,2.0,9.0,13.0,26.0,4.0,4.0,0.0,0.0,4.0,10.0,3.0,4.0,12.0,5.0,9.0,3.0,8.0,0.0,10.0,8.0,18.0,14.0,1.0,8.0,9.0,5.0,11.0,3.0,10.0,11.0,12.0,9.0,4.0,21.0,8.0,3.0,9.0,3.0,0.0,4.0,1.0,5.0,0.0,9.0,2.0,0.0,9.0,5.0,5.0,2.0,17.0,4.0,0.0,1.0,15.0,11.0,9.0,1.0,1.0,3.0,21.0,4.0,4.0,8.0,6.0,8.0,1.0,9.0,1.0,1.0,2.0,8.0,7.0,0.0,10.0,0.0,4.0,6.0,4.0,1.0,2.0,1.0,0.0,1
19,29.0,1.0,7.0,5.0,0.0,0.0,2.0,0.0,2.0,13.0,0.0,9.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,4.0,26.0,1.0,2.0,7.0,7.0,5.0,6.0,0.0,2.0,9.0,1.0,28.0,4.0,16.0,6.0,2.0,1.0,14.0,3.0,4.0,1.0,0.0,3.0,0.0,0.0,5.0,6.0,0.0,3.0,12.0,0.0,3.0,7.0,8.0,1.0,0.0,7.0,1.0,5.0,6.0,4.0,7.0,0.0,0.0,6.0,2.0,7.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,6.0,1.0,2.0,0.0,3.0,1.0,9.0,0.0,5.0,4.0,3.0,3.0,6.0,2.0,4.0,1.0,11.0,2.0,6.0,2.0,6.0,3.0,15.0,2.0,7.0,5.0,8.0,0.0,4.0,2.0,5.0,1.0,2.0,4.0,1.0,9.0,2.0,0.0,6.0,7.0,2.0,12.0,8.0,5.0,0.0,7.0,4.0,9.0,8.0,2.0,1.0,9.0,4.0,8.0,3.0,2.0,2.0,9.0,4.0,2.0,0.0,4.0,2.0,6.0,7.0,0.0,2.0,5.0,5.0,6.0,6.0,9.0,4.0,2.0,7.0,1
20,57.0,1.0,25.0,11.0,1.0,0.0,3.0,1.0,9.0,24.0,0.0,21.0,10.0,0.0,0.0,2.0,8.0,3.0,5.0,11.0,75.0,4.0,3.0,6.0,0.0,5.0,9.0,0.0,3.0,13.0,8.0,22.0,12.0,21.0,24.0,3.0,4.0,19.0,3.0,24.0,7.0,4.0,7.0,0.0,3.0,6.0,6.0,0.0,10.0,17.0,3.0,5.0,5.0,18.0,3.0,0.0,11.0,8.0,5.0,9.0,5.0,11.0,3.0,4.0,7.0,3.0,12.0,1.0,13.0,0.0,0.0,8.0,3.0,3.0,2.0,5.0,5.0,3.0,0.0,9.0,3.0,3.0,7.0,13.0,9.0,15.0,9.0,7.0,12.0,2.0,4.0,35.0,1.0,11.0,13.0,12.0,11.0,22.0,5.0,3.0,31.0,24.0,7.0,7.0,7.0,11.0,6.0,0.0,1.0,0.0,18.0,8.0,0.0,9.0,13.0,1.0,10.0,8.0,1.0,0.0,1.0,11.0,11.0,9.0,1.0,2.0,8.0,12.0,15.0,4.0,10.0,6.0,43.0,11.0,1.0,0.0,5.0,4.0,9.0,7.0,1.0,18.0,6.0,9.0,3.0,14.0,6.0,8.0,13.0,6.0,1
21,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1.0,4.0,6.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,8.0,1.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,0.0,5.0,1.0,1.0,5.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,2.0,1
22,2.0,0.0,5.0,8.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,2.0,3.0,8.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,11.0,11.0,5.0,2.0,0.0,0.0,4.0,5.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,3.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,1.0,6.0,0.0,3.0,3.0,6.0,0.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,2.0,10.0,4.0,1.0,3.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,4.0,0.0,1
23,6.0,0.0,13.0,12.0,1.0,0.0,2.0,2.0,4.0,30.0,0.0,8.0,4.0,3.0,0.0,3.0,2.0,4.0,6.0,7.0,52.0,1.0,1.0,4.0,7.0,12.0,3.0,0.0,3.0,11.0,7.0,58.0,36.0,48.0,5.0,1.0,5.0,7.0,10.0,13.0,2.0,7.0,0.0,0.0,2.0,7.0,4.0,0.0,8.0,19.0,1.0,0.0,2.0,10.0,3.0,0.0,1.0,2.0,9.0,8.0,8.0,11.0,2.0,3.0,4.0,4.0,3.0,2.0,6.0,0.0,1.0,1.0,4.0,11.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,7.0,5.0,6.0,16.0,2.0,7.0,6.0,4.0,9.0,3.0,18.0,3.0,7.0,8.0,22.0,2.0,28.0,3.0,6.0,45.0,9.0,1.0,1.0,2.0,5.0,6.0,4.0,5.0,0.0,6.0,1.0,0.0,6.0,8.0,1.0,6.0,5.0,6.0,0.0,5.0,3.0,5.0,4.0,1.0,0.0,12.0,14.0,9.0,5.0,6.0,3.0,16.0,6.0,0.0,0.0,4.0,0.0,5.0,5.0,6.0,10.0,18.0,9.0,4.0,3.0,5.0,8.0,11.0,13.0,1
24,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,4.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,8.0,7.0,12.0,2.0,1.0,0.0,1.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,9.0,0.0,5.0,6.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,9.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,1.0,2.0,6.0,6.0,2.0,1.0,4.0,2.0,1
25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1
26,11.0,0.0,16.0,2.0,0.0,0.0,2.0,1.0,1.0,13.0,0.0,11.0,6.0,3.0,0.0,0.0,6.0,2.0,0.0,1.0,73.0,0.0,2.0,10.0,7.0,3.0,5.0,0.0,1.0,7.0,3.0,71.0,6.0,74.0,2.0,0.0,2.0,11.0,7.0,6.0,1.0,13.0,0.0,0.0,3.0,2.0,1.0,0.0,7.0,19.0,0.0,2.0,3.0,9.0,1.0,0.0,5.0,3.0,5.0,5.0,16.0,11.0,1.0,2.0,5.0,0.0,7.0,0.0,6.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,6.0,4.0,7.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,12.0,3.0,17.0,2.0,5.0,3.0,9.0,2.0,11.0,1.0,5.0,8.0,14.0,2.0,2.0,2.0,9.0,8.0,2.0,7.0,0.0,5.0,2.0,0.0,10.0,8.0,1.0,1.0,7.0,4.0,0.0,2.0,4.0,7.0,8.0,2.0,0.0,10.0,9.0,3.0,2.0,3.0,5.0,8.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,1.0,7.0,19.0,4.0,7.0,0.0,2.0,0.0,9.0,8.0,1
27,3.0,15.0,80.0,18.0,2.0,0.0,14.0,2.0,89.0,6.0,1.0,73.0,39.0,148.0,1.0,11.0,10.0,90.0,7.0,4.0,5.0,140.0,8.0,10.0,2.0,100.0,49.0,1.0,77.0,32.0,58.0,31.0,8.0,43.0,103.0,7.0,2.0,2.0,51.0,114.0,78.0,1.0,14.0,1.0,24.0,10.0,2.0,1.0,66.0,4.0,14.0,62.0,14.0,13.0,4.0,1.0,25.0,41.0,15.0,21.0,3.0,11.0,43.0,61.0,19.0,10.0,24.0,2.0,1.0,11.0,11.0,67.0,183.0,10.0,0.0,39.0,4.0,97.0,6.0,4.0,69.0,108.0,91.0,53.0,23.0,21.0,25.0,14.0,35.0,5.0,30.0,10.0,98.0,21.0,32.0,5.0,106.0,90.0,96.0,72.0,3.0,20.0,88.0,41.0,2.0,28.0,2.0,8.0,36.0,2.0,59.0,68.0,0.0,22.0,13.0,5.0,17.0,8.0,30.0,2.0,1.0,67.0,8.0,19.0,122.0,1.0,12.0,38.0,26.0,5.0,22.0,76.0,8.0,19.0,3.0,0.0,88.0,3.0,14.0,13.0,3.0,37.0,1.0,9.0,79.0,35.0,20.0,43.0,15.0,10.0,1
28,451.0,0.0,38.0,6.0,117.0,0.0,2.0,100.0,12.0,7.0,0.0,19.0,6.0,6.0,0.0,3.0,22.0,4.0,1.0,9.0,5.0,9.0,1.0,9.0,54.0,6.0,5.0,4.0,7.0,15.0,12.0,27.0,25.0,34.0,26.0,0.0,2.0,141.0,6.0,11.0,12.0,10.0,27.0,1.0,0.0,6.0,3.0,1.0,5.0,16.0,1.0,17.0,2.0,61.0,36.0,0.0,10.0,10.0,11.0,6.0,6.0,51.0,2.0,8.0,10.0,66.0,18.0,1.0,6.0,0.0,1.0,10.0,5.0,3.0,1.0,4.0,27.0,5.0,2.0,14.0,9.0,4.0,2.0,7.0,8.0,13.0,18.0,4.0,6.0,5.0,20.0,33.0,6.0,12.0,27.0,4.0,20.0,21.0,14.0,0.0,24.0,11.0,3.0,6.0,4.0,11.0,8.0,0.0,5.0,0.0,26.0,5.0,1.0,17.0,11.0,41.0,2.0,22.0,2.0,0.0,438.0,7.0,9.0,10.0,1.0,0.0,1.0,30.0,15.0,1.0,17.0,10.0,21.0,3.0,24.0,0.0,6.0,9.0,9.0,11.0,3.0,10.0,6.0,5.0,5.0,44.0,9.0,8.0,2.0,2.0,1
29,44.0,0.0,14.0,10.0,0.0,1.0,3.0,6.0,2.0,28.0,0.0,6.0,6.0,4.0,0.0,4.0,18.0,5.0,2.0,17.0,28.0,7.0,15.0,10.0,3.0,7.0,7.0,0.0,4.0,14.0,9.0,23.0,8.0,24.0,4.0,0.0,3.0,32.0,10.0,11.0,5.0,11.0,1.0,0.0,4.0,5.0,6.0,0.0,6.0,13.0,2.0,4.0,4.0,30.0,0.0,0.0,4.0,13.0,2.0,7.0,5.0,7.0,6.0,4.0,1.0,3.0,5.0,2.0,6.0,0.0,1.0,6.0,1.0,6.0,0.0,10.0,3.0,2.0,1.0,4.0,2.0,6.0,8.0,7.0,20.0,4.0,6.0,6.0,7.0,1.0,1.0,28.0,7.0,11.0,9.0,31.0,6.0,4.0,7.0,11.0,26.0,14.0,5.0,2.0,1.0,9.0,10.0,0.0,8.0,1.0,7.0,4.0,0.0,7.0,14.0,1.0,7.0,3.0,18.0,0.0,6.0,4.0,5.0,9.0,4.0,0.0,13.0,5.0,7.0,10.0,8.0,4.0,9.0,6.0,0.0,0.0,7.0,3.0,10.0,11.0,5.0,4.0,14.0,14.0,7.0,3.0,4.0,1.0,10.0,15.0,1
30,49.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,7.0,4.0,0.0,0.0,2.0,7.0,0.0,2.0,1.0,1.0,1.0,29.0,57.0,0.0,10.0,1.0,5.0,25.0,3.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,8.0,3.0,8.0,0.0,9.0,6.0,0.0,0.0,7.0,7.0,0.0,2.0,18.0,1.0,0.0,0.0,7.0,2.0,0.0,9.0,7.0,0.0,9.0,5.0,11.0,5.0,2.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,16.0,6.0,3.0,0.0,2.0,1.0,4.0,2.0,2.0,0.0,6.0,1.0,4.0,0.0,4.0,0.0,0.0,4.0,8.0,1.0,36.0,2.0,17.0,5.0,5.0,6.0,1.0,1.0,12.0,8.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,8.0,0.0,5.0,2.0,2.0,0.0,4.0,2.0,19.0,3.0,4.0,1.0,8.0,0.0,8.0,4.0,6.0,5.0,3.0,3.0,0.0,0.0,4.0,3.0,9.0,1.0,0.0,7.0,7.0,4.0,5.0,1.0,6.0,4.0,4.0,1.0,1
31,16.0,1.0,8.0,6.0,1.0,0.0,1.0,2.0,4.0,8.0,0.0,4.0,6.0,1.0,0.0,0.0,8.0,6.0,5.0,4.0,15.0,0.0,3.0,6.0,0.0,4.0,5.0,0.0,5.0,10.0,2.0,11.0,4.0,28.0,4.0,0.0,2.0,7.0,8.0,8.0,2.0,5.0,1.0,0.0,1.0,3.0,7.0,0.0,1.0,16.0,2.0,3.0,3.0,11.0,2.0,0.0,1.0,9.0,1.0,4.0,7.0,8.0,1.0,4.0,11.0,0.0,8.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,0.0,7.0,1.0,3.0,3.0,7.0,4.0,2.0,4.0,6.0,7.0,4.0,9.0,7.0,4.0,2.0,2.0,12.0,1.0,7.0,14.0,14.0,3.0,8.0,2.0,3.0,6.0,8.0,1.0,3.0,4.0,3.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,3.0,11.0,1.0,4.0,3.0,4.0,0.0,1.0,4.0,4.0,3.0,4.0,1.0,10.0,4.0,4.0,7.0,4.0,1.0,10.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,13.0,3.0,4.0,7.0,0.0,7.0,7.0,9.0,5.0,1
